,,,,,,
,false,false,1713,17,33,14
,true,false,312,3,20,42
,true,false,2523,25,30,21
,true,true,2422,24,49,1
,true,false,1823,18,27,8
,true,true,1921,19,47,5
,false,true,1422,14,1,22
,true,false,815,8,23,57
,false,false,1622,16,38,15
,false,false,1613,16,45,10
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
